,gene_group,associated_uniprot_IDs,associated_reactions,associated_pdb,associated_cath_classes,associated_cath_domains,substrates,products
559,b3581,P37678,KG6PDC,,,,3dhgulnp_c;h_c,co2_c;xu5p__L_c
560,b2257,P76473,LA4NTpp,,,,colipa_p;uLa4n_p,acolipa_p;udcpp_p
561,b0344,P00722,LACZ,3j7h,2.60.40.10.52.1.1.1.213.106;2.60.40.10.52.1.1.1.214.106;2.60.40.10.52.1.1.1.215.106;2.60.40.10.52.1.1.1.216.106;2.60.40.10.117.1.1.5.205.115;2.60.40.10.117.1.1.5.206.115;2.60.40.10.117.1.1.5.207.115;2.60.40.10.117.1.1.5.208.115;2.60.120.260.59.1.1.2.17.217;2.60.120.260.59.1.1.2.18.217;2.60.120.260.59.1.1.2.19.217;2.60.120.260.59.1.1.2.20.217;2.70.98.10.2.1.1.1.161.293;2.70.98.10.2.1.1.1.162.293;2.70.98.10.2.1.1.1.163.293;2.70.98.10.2.1.1.1.164.293;3.20.20.80.115.1.1.1.105.291;3.20.20.80.115.1.1.1.106.291;3.20.20.80.115.1.1.1.107.291;3.20.20.80.115.1.1.1.108.291,3j7hA04;3j7hB04;3j7hC04;3j7hD04;3j7hA02;3j7hB02;3j7hC02;3j7hD02;3j7hA01;3j7hB01;3j7hC01;3j7hD01;3j7hA05;3j7hB05;3j7hC05;3j7hD05;3j7hA03;3j7hB03;3j7hC03;3j7hD03,h2o_c;lcts_c,gal_c;glc__D_c
562,b2132,P33363,LACZpp,,,,lcts_p;h2o_p,gal_p;glc__D_p
563,b1326,P0ACV6,LADGMDH,,,,h2o_c;LalaDgluMdap_c,26dap__M_c;LalaDglu_c
564,b2799,P0A9S1,LCARS,5br4,1.20.1090.10.1.1.1.1.1.199;1.20.1090.10.1.1.1.1.2.199;3.40.50.1970.1.1.1.1.1.185;3.40.50.1970.1.1.1.1.2.186,5br4A02;5br4B02;5br4B01;5br4A01,nad_c;nadh_c;lald__L_c;12ppd__S_c;h_c,nad_c;nadh_c;lald__L_c;12ppd__S_c;h_c
565,b0325,P75691,LCARSyi;PPDOy,1uuf,3.40.50.720.45.2.1.1.1.149;3.90.180.10.2.3.1.1.1.191,1uufA02;1uufA01,lald__L_c;nadph_c;h_c;lald__D_c,12ppd__S_c;12ppd__R_c;nadp_c
566,b1380,P52643,LDH_D,,,,nad_c;nadh_c;h_c;lac__D_c;pyr_c,nad_c;nadh_c;h_c;lac__D_c;pyr_c
567,b2133,P06149,LDH_D2,1f0x,3.30.43.10.21.1.1.1.1.144;3.30.43.10.21.1.1.1.2.145;3.30.70.610.1.1.1.1.1.100;3.30.70.610.1.1.1.1.2.100;3.30.465.10.24.1.1.1.1.163;3.30.465.10.24.1.1.1.2.163;3.30.1370.20.1.1.1.1.1.85;3.30.1370.20.1.1.1.1.2.85,1f0xB02;1f0xA02;1f0xA01;1f0xB01;1f0xA03;1f0xB03;1f0xA04;1f0xB04,lac__D_c;q8_c,pyr_c;q8h2_c
568,b1651,P0AC81,LGTHL,1f9z,3.10.180.10.15.1.1.1.1.128;3.10.180.10.15.1.1.1.2.128,1f9zA00;1f9zB00,mthgxl_c;gthrd_c,lgt__S_c
569,b0622,P37001,LIPAHT2ex;LIPAHTex,,,,colipa_e;lipa_e;h_e;hdca_e,hacolipa_e;halipa_e;h2o_e
570,b4386,P32099,LIPAMPL;LIPATPT;OCTNLL,4tvy,3.30.390.50.9.1.1.1.2.88;3.30.390.50.9.1.1.1.3.88;3.30.930.10.18.1.1.2.1.241;3.30.930.10.18.1.1.2.2.233,4tvyA02;4tvyB02;4tvyA01;4tvyB01,atp_c;lipoamp_c;octa_c;h_c;lipoate_c,lipopb_c;ppi_c;lipoamp_c;octapb_c;amp_c
571,b0630,P60720,LIPOCT,,,,ocACP_c;h_c,octapb_c;ACP_c
572,b0628,P60716,LIPOS,,,,4fe4s_c;amet_c;nad_c;octapb_c;h_c,lipopb_c;met__L_c;nadh_c;dad_5_c;2fe2s_c;fe2_c
573,b2245,P76469,LKDRA,2vws,3.20.20.60.1.1.1.1.1.256;3.20.20.60.1.1.1.1.2.256;3.20.20.60.1.1.1.1.3.256,2vwsA00;2vwsB00;2vwsC00,lald__L_c;pyr_c;lkdr_c,lald__L_c;pyr_c;lkdr_c
574,b0182,P10441,LPADSS,,,,lipidX_c;u23ga_c,lipidAds_c;udp_c;h_c
575,b0494,P0ADA1,LPLIPAL1A120pp;LPLIPAL1A140pp;LPLIPAL1A141pp;LPLIPAL1A160pp;LPLIPAL1A161pp;LPLIPAL1A180pp;LPLIPAL1A181pp;LPLIPAL1E120pp;LPLIPAL1E140pp;LPLIPAL1E141pp;LPLIPAL1E160pp;LPLIPAL1E161pp;LPLIPAL1E180pp;LPLIPAL1E181pp;LPLIPAL1G120pp;LPLIPAL1G140pp;LPLIPAL1G141pp;LPLIPAL1G160pp;LPLIPAL1G161pp;LPLIPAL1G180pp;LPLIPAL1G181pp,,,,1agpe180_p;1agpg180_p;1tdecg3p_p;1hdec9eg3p_p;1agpe120_p;1agpg140_p;1agpe161_p;1agpe141_p;1agpe181_p;1agpg160_p;1agpg181_p;1agpe140_p;1odecg3p_p;1ddecg3p_p;1tdec7eg3p_p;h2o_p;1agpe160_p;1agpg161_p;1agpg141_p;1hdecg3p_p;1odec11eg3p_p;1agpg120_p,g3pg_p;h_p;glyc3p_p;ddca_p;ttdca_p;hdcea_p;ocdca_p;ocdcea_p;g3pe_p;ttdcea_p;hdca_p
576,b3825,P07000,LPLIPAL2A120;LPLIPAL2A140;LPLIPAL2A141;LPLIPAL2A160;LPLIPAL2A161;LPLIPAL2A180;LPLIPAL2A181;LPLIPAL2ATE120;LPLIPAL2ATE140;LPLIPAL2ATE141;LPLIPAL2ATE160;LPLIPAL2ATE161;LPLIPAL2ATE180;LPLIPAL2ATE181;LPLIPAL2ATG120;LPLIPAL2ATG140;LPLIPAL2ATG141;LPLIPAL2ATG160;LPLIPAL2ATG161;LPLIPAL2ATG180;LPLIPAL2ATG181;LPLIPAL2E120;LPLIPAL2E140;LPLIPAL2E141;LPLIPAL2E160;LPLIPAL2E161;LPLIPAL2E180;LPLIPAL2E181;LPLIPAL2G120;LPLIPAL2G140;LPLIPAL2G141;LPLIPAL2G160;LPLIPAL2G161;LPLIPAL2G180;LPLIPAL2G181,,,,pg180_c;2agpg160_c;pg141_c;2odecg3p_c;2agpg161_c;2agpg140_c;2ddecg3p_c;2agpe141_c;pg161_c;2agpg141_c;2agpg120_c;2hdecg3p_c;pg181_c;2agpg181_c;2agpe140_c;2agpe181_c;2agpe120_c;2odec11eg3p_c;pg140_c;pg120_c;2tdecg3p_c;2agpg180_c;2agpe180_c;pg160_c;2agpe161_c;2hdec9eg3p_c;2tdec7eg3p_c;2agpe160_c;h2o_c,apg141_c;glyc3p_c;ttdcea_c;ocdca_c;hdca_c;ocdcea_c;g3pe_c;apg160_c;apg161_c;apg180_c;hdcea_c;g3pg_c;h_c;apg140_c;apg181_c;ttdca_c;ddca_c;apg120_c
577,b4146,P39280,LYSAM,,,,36dahx_c;lys__L_c,36dahx_c;lys__L_c
578,b0186,P52095,LYSDC,5fkz,,,h_c;lys__L_c,co2_c;15dap_c
579,b4131,P0A9H3,LYSDC,3n75,3.40.50.2300.216.1.1.1.1.129;3.40.50.2300.216.1.1.1.2.129;3.40.50.2300.216.1.1.1.3.129;3.40.50.2300.216.1.1.1.4.129;3.40.50.2300.216.1.1.1.5.129;3.40.640.10.122.1.1.1.1.294;3.40.640.10.122.1.1.2.1.294;3.40.640.10.122.1.1.3.1.294;3.40.640.10.122.1.1.4.1.294;3.40.640.10.122.1.1.5.1.294;3.90.100.10.1.1.1.1.1.117;3.90.100.10.1.1.1.1.2.117;3.90.100.10.1.1.1.1.3.117;3.90.100.10.1.1.1.1.4.117;3.90.100.10.1.1.1.1.5.117;3.90.1150.10.139.1.1.1.1.170;3.90.1150.10.139.1.1.1.2.170;3.90.1150.10.139.1.1.1.3.170;3.90.1150.10.139.1.1.1.4.170;3.90.1150.10.139.1.1.1.5.170,3n75A01;3n75B01;3n75C01;3n75D01;3n75E01;3n75A02;3n75B02;3n75C02;3n75D02;3n75E02;3n75A04;3n75B04;3n75C04;3n75D04;3n75E04;3n75A03;3n75B03;3n75C03;3n75D03;3n75E03,h_c;lys__L_c,co2_c;15dap_c
580,b3903,P32170,LYXI;RMI,1d8w,3.20.20.150.6.1.1.1.1.393;3.20.20.150.6.1.1.2.1.394;3.20.20.150.6.1.1.3.1.394;3.20.20.150.6.1.1.4.1.394,1d8wC00;1d8wA00;1d8wB00;1d8wD00,lyx__L_c;rml_c;rmn_c,rml_c;rmn_c;xylu__L_c
581,b0306;b0307;b0308,P77252;P77536;P77433,L_LACD2;L_LACD3,,,,lac__L_c;q8_c;mqn8_c,mql8_c;pyr_c;q8h2_c
582,b3605,P33232,L_LACD2;L_LACD3,,,,lac__L_c;q8_c;mqn8_c,mql8_c;pyr_c;q8h2_c
583,b3600,P09424,M1PD,3h2z,1.10.1040.10.29.1.1.1.1.173;3.40.50.720.92.1.1.1.1.196,3h2zA02;3h2zA01,nad_c;f6p_c;nadh_c;mnl1p_c;h_c,nad_c;f6p_c;nadh_c;mnl1p_c;h_c
584,b0777,P12999,MALCOAMT,,,,malcoa_c;amet_c,malcoame_c;ahcys_c
585,b4014,P08997,MALS,3cuz,1.20.1220.12.1.1.1.1.1.122;3.20.20.360.1.1.1.1.1.407,3cuzA02;3cuzA01,accoa_c;h2o_c;glx_c,coa_c;h_c;mal__L_c
586,b2976,P37330,MALS,1d8c,1.20.1220.12.2.1.2.3.1.132;2.170.170.11.1.2.1.1.1.127;3.20.20.360.2.2.1.2.1.429,1d8cA03;1d8cA02;1d8cA01,accoa_c;h2o_c;glx_c,coa_c;h_c;mal__L_c
587,b2049,P24174,MAN1PT2,,,,man1p_c;h_c;gdp_c,pi_c;gdpmann_c
588,b1613,P00946,MAN6PI,,,,f6p_c;man6p_c,f6p_c;man6p_c
589,b4323,P39160,MANAO,,,,nad_c;fruur_c;nadh_c;mana_c;h_c,nad_c;fruur_c;nadh_c;mana_c;h_c
590,b0732,P54746,MANPGH,,,,h2o_c;man6pglyc_c,man6p_c;glyc__R_c
591,b0334,P77243,MCITD,1szq,1.10.4100.10.2.1.1.1.1.322;1.10.4100.10.2.1.1.2.1.322;3.30.1330.120.2.1.1.1.1.139;3.30.1330.120.2.1.1.2.1.139,1szqA01;1szqB01;1szqA02;1szqB02,2mcit_c,h2o_c;2mcacn_c
592,b0331,P77541,MCITL2,1xg4,3.20.20.60.4.1.1.1.1.283;3.20.20.60.4.1.1.1.2.286;3.20.20.60.4.1.1.1.3.287;3.20.20.60.4.1.1.1.4.287,1xg4D00;1xg4B00;1xg4A00;1xg4C00,micit_c;pyr_c;succ_c,micit_c;pyr_c;succ_c
593,b0333,P31660,MCITS,,,,oaa_c;h2o_c;ppcoa_c,coa_c;2mcit_c;h_c
594,b1092;b1094,P0AAI9;P0A6A8,MCOATA,1mla;1l0i,3.30.70.250.2.2.1.1.1.73;3.40.366.10.2.3.1.1.1.232;1.10.1200.10.2.1.1.2.1.77,1mlaA01;1mlaA02;1l0iA00,coa_c;malACP_c;malcoa_c;ACP_c,coa_c;malACP_c;malcoa_c;ACP_c
595,b0084;b0635;b3396,P0AD68;P0AD65;P02918,MCTP1App;MCTP2App,,,,murein5p5p5p_p;murein5p5p_p,murein5px4px4p_p;ala__D_p;murein5px4p_p
596,b0084;b0149;b0635,P0AD68;P02919;P0AD65,MCTP1App;MCTP2App,,,,murein5p5p5p_p;murein5p5p_p,murein5px4px4p_p;ala__D_p;murein5px4p_p
597,b1678,P76193,MCTP1Bpp;MLDCP1App;MLDCP1Bpp;MLDCP2App;MLDCP2Bpp;MLDCP3App,,,,murein4p4p_p;murein5px3p_p;murein5p5p_p;murein4p3p_p;h2o_p;murein5px4p_p,alaala_p;murein3p3p_p;murein5p3p_p;ala__D_p;murein3px3p_p;murein4p3p_p;murein3px4p_p;murein5px3p_p
598,b0925,P22525,MCTP1Bpp;MLDCP1App;MLDCP1Bpp;MLDCP2App;MLDCP2Bpp;MLDCP3App,,,,murein4p4p_p;murein5px3p_p;murein5p5p_p;murein4p3p_p;h2o_p;murein5px4p_p,alaala_p;murein3p3p_p;murein5p3p_p;ala__D_p;murein3px3p_p;murein4p3p_p;murein3px4p_p;murein5px3p_p
599,b0632,P0AEB2,MDDCP1pp;MDDCP2pp;MDDCP3pp;MDDCP4pp;MDDCP5pp,1z6f,2.60.410.10.1.1.1.1.2.92;3.40.710.10.12.1.1.1.2.259,1z6fA02;1z6fA01,murein5px4px4p_p;murein5p3p_p;murein5p5p_p;murein5p4p_p;h2o_p;murein5px4p_p,murein4px4p_p;murein4p4p_p;murein4p3p_p;ala__D_p;murein4px4px4p_p;murein5p4p_p
600,b3182,P24228,MDDCP1pp;MDDCP2pp;MDDCP3pp;MDDCP4pp;MDDCP5pp;MDDEP1pp;MDDEP2pp;MDDEP3pp;MDDEP4pp,2ex2,3.40.710.10.25.1.1.1.1.245;3.50.80.20.1.1.1.1.1.103,2ex2A01;2ex2A02,murein5px4px4p_p;murein4px4p_p;murein5p3p_p;murein5p5p_p;murein4px4px4p_p;murein5p4p_p;murein3px4p_p;h2o_p;murein5px4p_p,murein4px4p_p;murein4px4p4p_p;murein4p4p_p;murein4p3p_p;ala__D_p;murein4px4px4p_p;murein5p4p_p
601,b0839,P08506,MDDCP1pp;MDDCP2pp;MDDCP3pp;MDDCP4pp;MDDCP5pp,3ita,2.60.410.10.1.2.1.1.2.92;2.60.410.10.1.2.1.1.3.92;2.60.410.10.1.2.1.1.4.92;2.60.410.10.1.2.1.1.8.94;3.40.710.10.12.1.2.1.2.254;3.40.710.10.12.1.2.1.4.253;3.40.710.10.12.1.2.1.7.239;3.40.710.10.12.1.2.1.8.236,3itaA02;3itaB02;3itaC02;3itaD02;3itaA01;3itaB01;3itaD01;3itaC01,murein5px4px4p_p;murein5p3p_p;murein5p5p_p;murein5p4p_p;h2o_p;murein5px4p_p,murein4px4p_p;murein4p4p_p;murein4p3p_p;ala__D_p;murein4px4px4p_p;murein5p4p_p
602,b2010,P33013,MDDCP1pp;MDDCP2pp;MDDCP3pp;MDDCP4pp;MDDCP5pp,5fsr,3.40.710.10.12.5.1.1.1.262;3.40.710.10.12.5.1.1.2.262,5fsrA01;5fsrB01,murein5px4px4p_p;murein5p3p_p;murein5p5p_p;murein5p4p_p;h2o_p;murein5px4p_p,murein4px4p_p;murein4p4p_p;murein4p3p_p;ala__D_p;murein4px4px4p_p;murein5p4p_p
603,b0376,P0AD70,MDDCP1pp;MDDCP2pp;MDDCP3pp;MDDCP4pp;MDDCP5pp;MDDEP1pp;MDDEP2pp;MDDEP3pp;MDDEP4pp,,,,murein5px4px4p_p;murein4px4p_p;murein5p3p_p;murein5p5p_p;murein4px4px4p_p;murein5p4p_p;murein3px4p_p;h2o_p;murein5px4p_p,murein4px4p_p;murein4px4p4p_p;murein4p4p_p;murein4p3p_p;ala__D_p;murein4px4px4p_p;murein5p4p_p
604,b2430,P77619,MDDCP1pp;MDDCP2pp;MDDCP3pp;MDDCP4pp;MDDCP5pp,,,,murein5px4px4p_p;murein5p3p_p;murein5p5p_p;murein5p4p_p;h2o_p;murein5px4p_p,murein4px4p_p;murein4p4p_p;murein4p3p_p;ala__D_p;murein4px4px4p_p;murein5p4p_p
605,b2328,P0C0T5,MDDEP1pp;MDDEP2pp;MDDEP3pp;MDDEP4pp;MLDEP1pp;MLDEP2pp,1tzp,3.30.1380.10.9.1.1.1.1.236;3.30.1380.10.9.1.1.1.2.240,1tzpB00;1tzpA00,murein4px4p_p;murein3px3p_p;murein4px4px4p_p;murein5px3p_p;murein3px4p_p;h2o_p;murein5px4p_p,murein4px4p4p_p;murein3p3p_p;murein4p4p_p;murein5p4p_p;murein5p3p_p;murein4p3p_p
606,b2134,P0AFI5,MDDEP1pp;MDDEP2pp;MDDEP3pp;MDDEP4pp,,,,murein4px4p_p;murein4px4px4p_p;murein3px4p_p;h2o_p;murein5px4p_p,murein4p3p_p;murein4p4p_p;murein4px4p4p_p;murein5p4p_p
607,b1655,P76190,MDDEP1pp;MDDEP2pp;MDDEP3pp;MDDEP4pp,,,,murein4px4p_p;murein4px4px4p_p;murein3px4p_p;h2o_p;murein5px4p_p,murein4p3p_p;murein4p4p_p;murein4px4p4p_p;murein5p4p_p
608,b1856,P0AFS9,MDDEP1pp;MDDEP2pp;MDDEP3pp;MDDEP4pp,,,,murein4px4p_p;murein4px4px4p_p;murein3px4p_p;h2o_p;murein5px4p_p,murein4p3p_p;murein4p4p_p;murein4px4p4p_p;murein5p4p_p
609,b3236,P61889,MDH,3hhp,3.40.50.720.213.1.1.1.1.146;3.40.50.720.213.1.1.1.2.146;3.40.50.720.213.1.1.1.3.141;3.40.50.720.213.1.1.1.4.139;3.90.110.10.5.1.1.1.1.166;3.90.110.10.5.1.1.1.2.166;3.90.110.10.5.1.1.1.3.165;3.90.110.10.5.1.1.1.4.165,3hhpA01;3hhpC01;3hhpD01;3hhpB01;3hhpA02;3hhpC02;3hhpB02;3hhpD02,mal__L_c;nad_c;oaa_c;nadh_c;h_c,mal__L_c;nad_c;oaa_c;nadh_c;h_c
610,b2210,P33940,MDH2;MDH3,,,,q8_c;mal__L_c;mqn8_c,mql8_c;oaa_c;q8h2_c
611,b1479,P26616,ME1,,,,mal__L_c;nad_c,co2_c;pyr_c;nadh_c
612,b2463,P76558,ME2,,,,nadp_c;mal__L_c,nadph_c;co2_c;pyr_c
613,b2515;b2895,P62620;P0ABY4,MECDPDH5,,,,flxr_c;h_c;2mecdp_c,flxso_c;h2o_c;h2mb4p_c
614,b0684;b2515,P61949;P62620,MECDPDH5,,,,flxr_c;h_c;2mecdp_c,flxso_c;h2o_c;h2mb4p_c
615,b2746,P62617,MECDPS,1gx1,3.30.1330.50.1.2.3.1.1.153;3.30.1330.50.1.2.3.2.1.153;3.30.1330.50.1.2.3.3.1.153,1gx1A00;1gx1B00;1gx1C00,2p4c2me_c,cmp_c;2mecdp_c
616,b2747,Q46893,MEPCT,1i52,3.90.550.10.14.1.1.1.1.225,1i52A00,2me4p_c;ctp_c;h_c,ppi_c;4c2me_c
617,b2942,P0A817,METAT,1p7l,3.30.300.10.2.4.2.1.1.106;3.30.300.10.2.4.2.1.2.106;3.30.300.10.2.4.2.1.3.106;3.30.300.10.2.4.2.1.4.106;3.30.300.10.4.2.4.1.1.129;3.30.300.10.4.2.4.1.2.129;3.30.300.10.4.2.4.1.3.129;3.30.300.10.4.2.4.1.4.129;3.30.300.10.9.1.1.1.1.141;3.30.300.10.9.1.1.1.2.141;3.30.300.10.9.1.1.1.3.141;3.30.300.10.9.1.1.1.4.141,1p7lA03;1p7lB03;1p7lC03;1p7lD03;1p7lA02;1p7lB02;1p7lC02;1p7lD02;1p7lA01;1p7lB01;1p7lC01;1p7lD01,atp_c;h2o_c;met__L_c,ppi_c;pi_c;amet_c
618,b1617,P05804,METGLCUR,3lpf,2.60.40.10.102.2.1.1.1.93;2.60.40.10.102.2.1.1.2.93;2.60.120.260.65.2.1.1.1.178;2.60.120.260.65.2.1.2.1.178;3.20.20.80.131.3.1.1.1.319;3.20.20.80.131.3.1.2.1.319,3lpfA02;3lpfB02;3lpfA01;3lpfB01;3lpfA03;3lpfB03,h2o_c;metglcur_c,meoh_c;glcur_c
619,b1448,P76112,METNA,,,,met__L_c;coa_c;acmet_c;h_c;accoa_c,met__L_c;coa_c;acmet_c;h_c;accoa_c
620,b4019,P13009,METS,,,,hcys__L_c;5mthf_c,thf_c;h_c;met__L_c
621,b3829,P25665,METS,,,,hcys__L_c;5mthf_c,thf_c;h_c;met__L_c
622,b2582;b4219,P0AGG4;P0A744,METSOXR1,,,,metsox_S__L_c;trdrd_c,h2o_c;trdox_c;met__L_c
623,b3781;b4219,P0AA25;P0A744,METSOXR1,2gt3;5hr3,3.30.1060.10.2.3.1.4.1.211;3.40.30.10.9.2.2.1.1.107;3.40.30.10.9.2.2.1.2.107,2gt3A00;5hr3A00;5hr3B00,metsox_S__L_c;trdrd_c,h2o_c;trdox_c;met__L_c
624,b2582;b3551,P0AGG4;P20099,METSOXR1,,,,metsox_S__L_c;trdrd_c,h2o_c;trdox_c;met__L_c
625,b3551;b3781,P20099;P0AA25,METSOXR1,,,,metsox_S__L_c;trdrd_c,h2o_c;trdox_c;met__L_c
626,b1778;b2582,P0A746;P0AGG4,METSOXR2,,,,trdrd_c;metsox_R__L_c,h2o_c;trdox_c;met__L_c
627,b1778;b3781,P0A746;P0AA25,METSOXR2,,,,trdrd_c;metsox_R__L_c,h2o_c;trdox_c;met__L_c
628,b1832;b3781,P76270;P0AA25,METSOXR2,1vhm;5hr3,3.30.450.40.1.5.1.1.1.160;3.30.450.40.1.5.1.1.2.159;3.40.30.10.9.2.2.1.1.107;3.40.30.10.9.2.2.1.2.107,1vhmB00;1vhmA00;5hr3A00;5hr3B00,trdrd_c;metsox_R__L_c,h2o_c;trdox_c;met__L_c
629,b1832;b2582,P76270;P0AGG4,METSOXR2,,,,trdrd_c;metsox_R__L_c,h2o_c;trdox_c;met__L_c
630,b0963,P0A731,MGSA,1b93,3.40.50.1380.2.1.1.1.1.151;3.40.50.1380.2.1.1.1.2.148;3.40.50.1380.2.1.1.1.3.144,1b93B00;1b93A00;1b93C00,dhap_c,mthgxl_c;pi_c
631,b1990,P39176,MLDCP1App;MLDCP1Bpp;MLDCP2App;MLDCP2Bpp;MLDCP3App,,,,murein4p4p_p;murein5px3p_p;murein5p5p_p;murein4p3p_p;h2o_p;murein5px4p_p,alaala_p;murein3p3p_p;murein5p3p_p;ala__D_p;murein3px3p_p;murein4p3p_p;murein3px4p_p
632,b1113,P75954,MLDCP1App;MLDCP1Bpp;MLDCP2App;MLDCP2Bpp;MLDCP3App,,,,murein4p4p_p;murein5px3p_p;murein5p5p_p;murein4p3p_p;h2o_p;murein5px4p_p,alaala_p;murein3p3p_p;murein5p3p_p;ala__D_p;murein3px3p_p;murein4p3p_p;murein3px4p_p
633,b0819,P0AAX8,MLDCP1App;MLDCP1Bpp;MLDCP2App;MLDCP2Bpp;MLDCP3App,,,,murein4p4p_p;murein5px3p_p;murein5p5p_p;murein4p3p_p;h2o_p;murein5px4p_p,alaala_p;murein3p3p_p;murein5p3p_p;ala__D_p;murein3px3p_p;murein4p3p_p;murein3px4p_p
634,b0403,P21517,MLTG1;MLTG2;MLTG3;MLTG4;MLTG5,,,,malttr_c;malthp_c;malthx_c;h2o_c;maltttr_c;maltpt_c,malttr_c;malt_c;malthx_c;glc__D_c;maltttr_c;maltpt_c
635,b2963,P0C066,MLTGY1pp;MLTGY2pp;MLTGY3pp;MLTGY4pp,4cfp,1.10.530.10.19.1.1.1.1.168;1.10.530.10.19.1.1.1.2.168,4cfpA02;4cfpB02,murein4p3p_p;murein3p3p_p;murein4p4p_p;murein4px4p4p_p,anhgm3p_p;murein4px4p_p;anhgm4p_p
636,b4392,P0AGC3,MLTGY1pp;MLTGY2pp;MLTGY3pp;MLTGY4pp,1qsa,1.10.530.10.14.1.1.1.1.173;1.10.1240.20.1.1.1.1.1.70;1.25.20.10.1.1.1.1.1.363,1qsaA03;1qsaA02;1qsaA01,murein4p3p_p;murein3p3p_p;murein4p4p_p;murein4px4p4p_p,anhgm3p_p;murein4px4p_p;anhgm4p_p
637,b2813,P0A935,MLTGY1pp;MLTGY2pp;MLTGY3pp;MLTGY4pp,2ae0,2.40.40.10.7.1.1.1.1.180;2.40.240.50.1.1.1.1.1.138,2ae0X01;2ae0X02,murein4p3p_p;murein3p3p_p;murein4p4p_p;murein4px4p4p_p,anhgm3p_p;murein4px4p_p;anhgm4p_p
638,b2701,P41052,MLTGY1pp;MLTGY2pp;MLTGY3pp;MLTGY4pp,,,,murein4p3p_p;murein3p3p_p;murein4p4p_p;murein4px4p4p_p,anhgm3p_p;murein4px4p_p;anhgm4p_p
639,b1193,P0C960,MLTGY1pp;MLTGY2pp;MLTGY3pp;MLTGY4pp,4hjz,1.10.530.10.19.2.1.1.1.183;1.10.530.10.19.2.1.1.2.183,4hjzA00;4hjzB00,murein4p3p_p;murein3p3p_p;murein4p4p_p;murein4px4p4p_p,anhgm3p_p;murein4px4p_p;anhgm4p_p
640,b2558,P0AGC5,MLTGY1pp;MLTGY2pp;MLTGY3pp;MLTGY4pp,,,,murein4p3p_p;murein3p3p_p;murein4p4p_p;murein4px4p4p_p,anhgm3p_p;murein4px4p_p;anhgm4p_p
641,b0211,P0AEZ7,MLTGY1pp;MLTGY2pp;MLTGY3pp;MLTGY4pp,,,,murein4p3p_p;murein3p3p_p;murein4p4p_p;murein4px4p4p_p,anhgm3p_p;murein4px4p_p;anhgm4p_p
642,b1097,None,MLTGY1pp;MLTGY2pp;MLTGY3pp;MLTGY4pp,,,,murein4p3p_p;murein3p3p_p;murein4p4p_p;murein4px4p4p_p,anhgm3p_p;murein4px4p_p;anhgm4p_p
643,b2919,P52045,MMCD,1ef8,1.10.12.10.16.1.1.1.1.58;1.10.12.10.16.1.1.1.2.58;1.10.12.10.16.1.1.1.3.59;3.90.226.10.57.1.1.1.1.179;3.90.226.10.57.1.1.1.2.176;3.90.226.10.57.1.1.1.3.173,1ef8B01;1ef8C01;1ef8A01;1ef8A02;1ef8B02;1ef8C02,mmcoa__S_c;h_c,co2_c;ppcoa_c
644,b2917,P27253,MMM,,,,succoa_c,mmcoa__S_c
645,b4322,P24215,MNNH,4eac,3.20.20.150.37.1.1.1.1.263;3.20.20.150.37.1.1.1.2.262;3.20.20.150.37.1.1.1.3.262;3.20.20.150.37.1.1.1.4.262,4eacC01;4eacA01;4eacB01;4eacD01,mana_c,2ddglcn_c;h2o_c
646,b0784;b2530,P30748;P0A6B7,MOADSUx,1p3w;1fm0,3.40.640.10.15.2.1.1.3.247;3.40.640.10.15.2.1.1.4.247;3.90.1150.10.42.2.1.1.2.121;3.90.1150.10.42.2.1.1.3.121;3.10.20.30.7.2.1.1.1.81;3.90.1170.40.1.1.1.1.1.142,1p3wA02;1p3wB02;1p3wA01;1p3wB01;1fm0D00;1fm0E00,iscssh_c;moadamp_c;nadh_c,moadcosh_c;amp_c;iscs_c;nad_c
647,b3633,P0AC75,MOAT;MOAT2,,,,ckdo_c;lipidA_c;kdolipid4_c,kdo2lipid4_c;cmp_c;h_c;kdolipid4_c
648,b3624,P27241,MOAT3C,,,,ckdo_c;phphhlipa_c,cmp_c;h_c;kphphhlipa_c
649,b2877,Q46810,MOCDS,,,,ctp_c;h_c;moco_c,ppi_c;mococdp_c
650,b0134,P31057,MOHMT,1m3u,3.20.20.60.5.2.1.1.1.262;3.20.20.60.5.2.1.1.2.262;3.20.20.60.5.2.1.1.3.262;3.20.20.60.5.2.1.1.4.262;3.20.20.60.5.2.1.1.5.262;3.20.20.60.5.2.1.1.6.262;3.20.20.60.5.2.1.1.7.262;3.20.20.60.5.2.1.1.8.262;3.20.20.60.5.2.1.1.9.262;3.20.20.60.5.2.1.1.10.262,1m3uA00;1m3uB00;1m3uC00;1m3uD00;1m3uE00;1m3uF00;1m3uG00;1m3uH00;1m3uI00;1m3uJ00,3mob_c;h2o_c;mlthf_c,thf_c;2dhp_c
651,b0009,P0AF03,MPTAT,1di6,3.40.980.10.3.1.1.1.1.183,1di6A00,atp_c;mpt_c;h_c,ppi_c;mptamp_c
652,b0089;b1069;b3208,P0ABG4;P0AF16;P46022,MPTG;MPTG2,,,,uaagmda_c;murein5p5p_p,udcpdp_c;murein5p5p5p_p;h_c;murein5p5p_p
