,gene_group,associated_uniprot_IDs,associated_reactions,associated_pdb,associated_cath_classes,associated_cath_domains
889,b0721;b0722;b0723;b0724,P69054;P0AC44;P0AC41;P07014,SUCDi,2wdq,1.10.1060.10.1.2.1.1.1.132;1.10.1060.10.1.2.1.1.2.132;1.10.1060.10.1.2.1.1.3.132;1.20.58.100.4.1.1.1.1.117;1.20.58.100.4.1.1.1.2.117;1.20.58.100.4.1.1.1.3.117;1.20.1300.10.4.1.1.1.1.121;1.20.1300.10.4.1.1.1.2.121;1.20.1300.10.4.1.1.1.3.121;1.20.1300.10.8.1.1.1.1.105;1.20.1300.10.8.1.1.1.2.105;1.20.1300.10.8.1.1.1.3.105;3.10.20.30.19.2.1.1.1.106;3.10.20.30.19.2.1.1.2.106;3.10.20.30.19.2.1.1.3.106;3.50.50.60.113.3.1.1.1.325;3.50.50.60.113.3.1.1.2.325;3.50.50.60.113.3.1.1.3.325;3.90.700.10.3.2.3.1.1.105;3.90.700.10.3.2.3.1.2.105;3.90.700.10.3.2.3.1.3.105;4.10.80.40.3.1.1.1.1.41;4.10.80.40.3.1.1.1.2.41;4.10.80.40.3.1.1.1.3.41,2wdqB02;2wdqF02;2wdqJ02;2wdqA03;2wdqE03;2wdqI03;2wdqC00;2wdqG00;2wdqK00;2wdqD00;2wdqH00;2wdqL00;2wdqB01;2wdqF01;2wdqJ01;2wdqA01;2wdqE01;2wdqI01;2wdqA02;2wdqE02;2wdqI02;2wdqA04;2wdqE04;2wdqI04
890,b0728;b0729,P0A836;P0AGE9,SUCOAS,2nu8,3.30.470.20.19.2.1.1.1.155;3.30.470.20.19.2.1.1.2.155;3.30.1490.20.31.2.1.1.1.84;3.30.1490.20.31.2.1.1.2.84;3.40.50.261.1.3.1.1.1.165;3.40.50.261.1.3.1.1.2.165;3.40.50.261.6.2.1.1.1.149;3.40.50.261.6.2.1.1.3.146;3.40.50.720.297.3.2.1.1.122;3.40.50.720.297.3.2.1.2.122,2nu8B01;2nu8E01;2nu8B02;2nu8E02;2nu8A02;2nu8D02;2nu8B03;2nu8E03;2nu8A01;2nu8D01
891,b1521,P0A6L7,TAGURr,,,
892,b0008,P0A870,TALA,4s2b,3.20.20.70.40.1.1.1.3.316;3.20.20.70.40.1.1.1.4.316,4s2bA00;4s2bB00
893,b2464,P0A867,TALA,,,
894,b3061;b3062,P05847;P0AC35,TARTD,,,
895,b0368,P37610,TAUDO,1otj,3.60.130.10.6.1.1.1.1.281;3.60.130.10.6.1.1.1.2.280;3.60.130.10.6.1.1.1.3.280;3.60.130.10.6.1.1.1.4.279,1otjA00;1otjC00;1otjD00;1otjB00
896,b3790,P27832,TDPADGAT,,,
897,b3791,P27833,TDPAGTA,4zah,3.40.640.10.103.1.1.1.1.243;3.40.640.10.103.1.1.1.2.243;3.40.640.10.103.1.1.1.3.242;3.40.640.10.103.1.1.1.4.241;3.40.640.10.103.1.1.1.5.241;3.40.640.10.103.1.1.1.6.240;3.40.640.10.103.1.1.1.7.240;3.40.640.10.103.1.1.1.8.240;3.90.1150.10.134.1.1.1.1.127;3.90.1150.10.134.1.1.1.2.127;3.90.1150.10.134.1.1.1.3.127;3.90.1150.10.134.1.1.1.4.127;3.90.1150.10.134.1.1.1.5.127;3.90.1150.10.134.1.1.1.6.127;3.90.1150.10.134.1.1.1.7.127;3.90.1150.10.134.1.1.1.8.127,4zahA01;4zahB01;4zahD01;4zahC01;4zahH01;4zahE01;4zahF01;4zahG01;4zahA02;4zahB02;4zahC02;4zahD02;4zahE02;4zahF02;4zahG02;4zahH02
898,b2038,P37745,TDPDRE,,,
899,b2040,P37760,TDPDRR,,,
900,b3788,P27830,TDPGDH,1bxk,3.40.50.720.22.4.1.1.1.252;3.40.50.720.22.4.1.1.2.252;3.90.25.10.28.1.1.1.1.89;3.90.25.10.28.1.1.1.2.88,1bxkA01;1bxkB01;1bxkA02;1bxkB02
901,b2041,P37759,TDPGDH,,,
902,b0915,P27300,TDSK,,,
903,b1430,P25397,TEO2M,2xvm,3.40.50.150.25.1.1.1.1.198;3.40.50.150.25.1.1.1.2.194,2xvmA00;2xvmB00
904,b3132;b3137,P0C8K0;P0AB74,TGBPA,,,
905,b2095;b2096,P0C8J8;P0C8J6,TGBPA,,,
906,b1602;b1603,P0AB67;P07001,THD2pp,,,
907,b0166,P0A9D8,THDPS,,,
908,b2480;b3781,P0AE52;P0AA25,THIORDXi,,,
909,b2480;b2582,P0AE52;P0AGG4,THIORDXi,,,
910,b3616,P07913,THRD,,,
911,b3589,P37686,THRD,,,
912,b3772,P04968,THRD_L,1tdj,3.40.50.1100.36.4.1.1.1.92;3.40.50.1100.49.2.1.1.1.223;3.40.1020.10.1.1.1.1.1.161,1tdjA02;1tdjA01;1tdjA03
913,b0004,P00934,THRS,1vb3,3.40.50.1100.20.1.1.1.1.146;3.40.50.1100.33.1.1.1.1.201;3.90.1380.10.2.1.1.1.1.81,1vb3A03;1vb3A02;1vb3A01
914,b0423;b2530;b3990;b3992;b4407,P77718;P0A6B7;P30140;P30138;O32583,THZPSN3,,,
915,b2935,P27302,TKT1;TKT2,2r8o,3.40.50.920.3.1.1.1.1.131;3.40.50.920.3.1.1.1.3.126;3.40.50.970.1.2.1.1.1.211;3.40.50.970.1.2.1.1.2.211;3.40.50.970.38.3.2.1.1.325;3.40.50.970.38.3.2.1.2.325,2r8oB03;2r8oA03;2r8oA02;2r8oB02;2r8oA01;2r8oB01
916,b2465,P33570,TKT1;TKT2,,,
917,b0996;b0997,P33226;P33225,TMAOR1pp;TMAOR2pp,,,
918,b2827,P0A884,TMDS,4gev,3.30.572.10.1.1.1.1.1.263;3.30.572.10.1.1.1.2.1.263,4gevA00;4gevB00
919,b1106,P75948,TMK,,,
920,b0417,P0AGG0,TMPK,,,
921,b3993,P30137,TMPPP,,,
922,b3919,P0A858,TPI,1tre,3.20.20.70.25.2.1.2.1.254;3.20.20.70.25.2.1.2.2.253,1treA00;1treB00
923,b0613,P77231,TPRDCOAS,,,
924,b0888;b3781,P0A9P4;P0AA25,TRDR,5hr3;1trb,3.40.30.10.9.2.2.1.1.107;3.40.30.10.9.2.2.1.2.107;3.50.50.60.47.3.2.1.1.187;3.50.50.60.109.7.1.1.1.128,5hr3A00;5hr3B00;1trbA01;1trbA02
925,b0888;b2582,P0A9P4;P0AGG4,TRDR,,,
926,b4239,P28904,TRE6PH,,,
927,b1897,P31678,TRE6PP,,,
928,b1896,P31677,TRE6PS,2wtx,3.40.50.2000.18.1.1.1.5.247;3.40.50.2000.18.1.1.1.6.247;3.40.50.2000.18.1.1.1.7.243;3.40.50.2000.18.1.1.1.8.236;3.40.50.2000.42.2.1.1.5.208;3.40.50.2000.42.2.1.1.6.208;3.40.50.2000.42.2.1.1.7.208;3.40.50.2000.42.2.1.1.8.203,2wtxA01;2wtxD01;2wtxB01;2wtxC01;2wtxA02;2wtxB02;2wtxD02;2wtxC02
929,b3519,P62601,TREH,,,
930,b1197,P13482,TREHpp,2jg0,1.50.10.10.30.1.1.1.1.507,2jg0A00
931,b1260;b1261,P0A877;P0A879,TRPS1;TRPS2;TRPS3,1xcf;2dh5,3.20.20.70.2.1.2.1.1.238;3.20.20.70.2.1.2.1.2.238;3.40.50.1100.1.1.1.9.1.164;3.40.50.1100.11.1.1.3.1.217,1xcfA00;1xcfB00;2dh5A01;2dh5A02
932,b0509,P77161,TRSARr,,,
933,b3125,P0ABQ2,TRSARr,,,
934,b3991,P30139,TYRL,,,
935,b0179,P21645,U23GAAT,3eh0,2.160.10.10.11.3.1.1.1.210;2.160.10.10.11.3.1.1.2.210;2.160.10.10.11.3.1.1.3.210;3.40.1390.10.2.2.1.2.1.99;3.40.1390.10.2.2.1.2.2.99;3.40.1390.10.2.2.1.2.3.99,3eh0A02;3eh0B02;3eh0C02;3eh0A01;3eh0B01;3eh0C01
936,b0085,P22188,UAAGDS,1e8c,3.40.1190.10.9.1.1.1.1.232;3.40.1190.10.9.1.1.2.1.232;3.40.1390.10.3.1.1.1.1.99;3.40.1390.10.3.1.1.2.1.99;3.90.190.20.8.1.1.1.1.138;3.90.190.20.8.1.1.2.1.152,1e8cA02;1e8cB02;1e8cA01;1e8cB01;1e8cB03;1e8cA03
937,b3787,P27829,UACMAMO,,,
938,b3786,P27828,UAG2E,1f6d,3.40.50.2000.14.3.1.5.1.200;3.40.50.2000.14.3.1.6.1.189;3.40.50.2000.14.3.1.7.1.188;3.40.50.2000.14.3.1.8.1.185;3.40.50.2000.31.5.2.5.1.166;3.40.50.2000.31.5.2.6.1.166;3.40.50.2000.31.5.2.7.1.166;3.40.50.2000.31.5.2.8.1.163,1f6dA02;1f6dD02;1f6dB02;1f6dC02;1f6dA01;1f6dB01;1f6dD01;1f6dC01
939,b0181;b1094,P0A722;P0A6A8,UAGAAT,2qia;1l0i,1.20.1180.10.1.2.1.1.1.66;2.160.10.10.8.4.1.1.1.196;1.10.1200.10.2.1.1.2.1.77,2qiaA02;2qiaA01;1l0iA00
940,b3189,P0A749,UAGCVT,3kqj,3.65.10.10.1.2.2.1.1.208;3.65.10.10.2.2.2.1.1.208,3kqjA02;3kqjA01
941,b0090,P17443,UAGPT3,1f0k,3.40.50.2000.64.1.1.1.1.176;3.40.50.2000.64.1.1.1.2.176;3.40.50.2000.65.1.1.1.1.175;3.40.50.2000.65.1.1.1.2.175,1f0kA02;1f0kB02;1f0kA01;1f0kB01
942,b0088,P14900,UAMAGS,2y1o,3.40.50.720.529.1.1.1.3.92;3.40.1190.10.3.1.1.4.1.201;3.90.190.20.1.1.1.1.3.135,2y1oA01;2y1oA02;2y1oA03
943,b0091,P17952,UAMAS,2f00,3.40.50.720.576.1.3.1.1.86;3.40.50.720.576.1.3.2.1.86;3.40.1190.10.8.1.3.1.1.210;3.40.1190.10.8.1.3.2.1.210;3.90.190.20.7.1.2.1.1.148;3.90.190.20.7.1.2.2.1.155,2f00A01;2f00B01;2f00A02;2f00B02;2f00A03;2f00B03
944,b3972,P08373,UAPGR,1mbb,3.30.43.10.18.1.1.1.3.66;3.30.465.10.18.1.1.1.3.150;3.90.78.10.1.2.1.2.2.124,1mbbA02;1mbbA03;1mbbA01
945,b0841,P75806,UDCPDP;UDCPDPpp,,,
946,b3057,P60932,UDCPDP;UDCPDPpp,,,
947,b0174,P60472,UDCPDPS,3sgv,3.40.1180.10.1.2.1.1.1.222;3.40.1180.10.1.2.1.1.2.217,3sgvA00;3sgvB00
948,b0759,P09147,UDPG4E,5gy7,3.40.50.720.18.1.1.1.1.212;3.40.50.720.18.1.1.1.2.212;3.90.25.10.13.1.1.1.1.126;3.90.25.10.13.1.1.1.2.126,5gy7A01;5gy7B01;5gy7A02;5gy7B02
949,b2036,P37747,UDPGALM,1i8t,3.40.50.720.61.3.1.1.1.190;3.40.50.720.61.3.1.1.2.190,1i8tA01;1i8tB01
950,b2028,P76373,UDPGD,,,
951,b2255,P77398,UDPGDC;ULA4NFT,4wkg,3.40.50.720.621.1.1.1.1.336;3.40.50.720.621.1.1.1.2.337;3.40.50.720.621.1.1.1.3.338;3.40.50.720.621.1.1.1.4.342;3.40.50.720.621.1.1.1.5.343;3.40.50.720.621.1.1.1.6.343;3.40.50.12230.2.1.1.1.1.299;3.40.50.12230.2.1.1.1.2.299;3.40.50.12230.2.1.1.1.3.300;3.40.50.12230.2.1.1.1.4.300;3.40.50.12230.2.1.1.1.5.300;3.40.50.12230.2.1.1.1.6.300,4wkgA02;4wkgF02;4wkgC02;4wkgD02;4wkgB02;4wkgE02;4wkgC01;4wkgD01;4wkgA01;4wkgB01;4wkgE01;4wkgF01
952,b2047,P71241,UDPGPT,,,
953,b2253,P77690,UDPKAAT,,,
954,b0515,P75713,UGCIAMH,,,
955,b0758,P09148,UGLT,1gup,3.30.428.10.5.2.1.1.1.132;3.30.428.10.5.2.1.1.2.132;3.30.428.10.5.2.1.1.3.132;3.30.428.10.5.2.1.1.4.132;3.30.428.10.17.2.1.1.1.170;3.30.428.10.17.2.1.1.2.170;3.30.428.10.17.2.1.1.3.170;3.30.428.10.17.2.1.1.7.172,1gupA02;1gupB02;1gupC02;1gupD02;1gupB01;1gupC01;1gupD01;1gupA01
956,b0505,P77731,UGLYCH,1xsq,2.60.120.480.1.2.1.1.1.153;2.60.120.480.1.2.1.2.1.152,1xsqB00;1xsqA00
957,b0086,P11880,UGMDDS,1gg4,3.40.1190.10.4.3.1.1.1.219;3.40.1190.10.4.3.1.2.1.219;3.40.1390.10.7.2.1.1.1.79;3.40.1390.10.7.2.1.2.1.79;3.90.190.20.10.2.1.1.1.132;3.90.190.20.10.2.1.2.1.124,1gg4A02;1gg4B02;1gg4A03;1gg4B03;1gg4A01;1gg4B01
958,b0096,P0A725,UHGADA,4mqy,3.30.230.20.1.2.1.1.4.128;3.30.1700.10.1.2.1.1.4.174,4mqyA01;4mqyA02
959,b4233,P37773,UM3PL;UM4PL,,,
960,b0171,P0A7E9,UMPK,2bne,3.40.1160.10.8.2.2.1.1.238;3.40.1160.10.8.2.2.1.2.234,2bneB00;2bneA00
961,b2256,P76472,UPLA4FNF,,,
962,b2254,P77757,UPLA4FNT,,,
963,b3804,P09126,UPP3S,,,
964,b3997,P29680,UPPDC1,3cyv,3.20.20.210.1.1.3.1.1.352,3cyvA00
965,b2498,P0A8F0,UPPRT,2ehj,3.40.50.2020.19.5.1.1.1.208;3.40.50.2020.19.5.1.1.2.208;3.40.50.2020.19.5.1.1.3.208;3.40.50.2020.19.5.1.1.4.208,2ehjA00;2ehjB00;2ehjC00;2ehjD00
966,b1011,P75897,URACPAH,,,
967,b0517,P77555,URDGLYCD,1xrh,1.10.1530.10.2.1.1.2.1.103;1.10.1530.10.2.1.1.2.2.102;1.10.1530.10.2.1.1.2.3.104;1.10.1530.10.2.1.1.2.4.104;1.10.1530.10.2.1.1.2.5.104;1.10.1530.10.2.1.1.2.6.105;1.10.1530.10.2.1.1.2.7.100;1.10.1530.10.2.1.1.2.8.100;3.30.1370.60.2.1.2.1.1.227;3.30.1370.60.2.1.3.1.1.227;3.30.1370.60.2.1.4.1.1.227;3.30.1370.60.2.1.5.1.1.227;3.30.1370.60.2.1.6.1.1.227;3.30.1370.60.2.1.7.1.1.227;3.30.1370.60.2.1.8.1.1.227;3.30.1370.60.2.1.9.1.1.227,1xrhD01;1xrhG01;1xrhA01;1xrhB01;1xrhE01;1xrhC01;1xrhF01;1xrhH01;1xrhA02;1xrhB02;1xrhC02;1xrhD02;1xrhE02;1xrhF02;1xrhG02;1xrhH02
968,b0524,P43341,USHD,,,
969,b3572,P09053,VPAMTr,,,
970,b4197,P39305,X5PL3E,3cqk,3.20.20.150.29.1.1.1.5.276;3.20.20.150.29.1.1.1.6.276,3cqkA00;3cqkB00
971,b3582,P37679,X5PL3E,,,
972,b3656,P31434,XYHDL,2f2h,2.60.40.1180.59.1.1.1.1.109;2.60.40.1180.59.1.1.1.2.109;2.60.40.1180.59.1.1.1.3.109;2.60.40.1180.59.1.1.1.4.109;2.60.40.1180.59.1.1.1.5.109;2.60.40.1180.59.1.1.1.6.109;2.60.40.1180.116.1.1.1.1.48;2.60.40.1180.116.1.1.1.2.48;2.60.40.1180.116.1.1.1.3.48;2.60.40.1180.116.1.1.1.4.48;2.60.40.1180.116.1.1.1.5.48;2.60.40.1180.116.1.1.1.6.48;2.60.40.1760.5.1.1.1.1.245;2.60.40.1760.5.1.1.1.2.245;2.60.40.1760.5.1.1.1.3.245;2.60.40.1760.5.1.1.1.4.245;2.60.40.1760.5.1.1.1.5.245;2.60.40.1760.5.1.1.1.6.245;3.20.20.80.113.1.1.1.1.371;3.20.20.80.113.1.1.1.2.371;3.20.20.80.113.1.1.1.3.371;3.20.20.80.113.1.1.1.4.371;3.20.20.80.113.1.1.1.5.371;3.20.20.80.113.1.1.1.6.371,2f2hA04;2f2hB04;2f2hC04;2f2hD04;2f2hE04;2f2hF04;2f2hA03;2f2hB03;2f2hC03;2f2hD03;2f2hE03;2f2hF03;2f2hA01;2f2hB01;2f2hC01;2f2hD01;2f2hE01;2f2hF01;2f2hA02;2f2hB02;2f2hC02;2f2hD02;2f2hE02;2f2hF02
973,b3565,P00944,XYLI1;XYLI2,,,
974,b2165,P33025,YUMPS,4gim,3.40.1790.10.1.1.1.1.1.305;3.40.1790.10.1.1.1.1.2.306;3.40.1790.10.1.1.1.1.3.306,4gimC00;4gimA00;4gimB00
